From*, To*, Variable*, Range_Lower_Limit*, Weight, 
3, 6, static_var/D_Mill, 36400, 0, 
3, 6, static_var/D_Mill, 36500, 0, 
3, 6, static_var/D_Mill, 36600, 0, 
3, 6, static_var/D_Mill, 36800, 0, 
3, 6, static_var/D_Mill, 36900, 0, 
3, 6, static_var/D_Mill, 37100, 0, 
3, 6, static_var/D_Mill, 44600, 0, 
3, 6, static_var/D_Mill, 44700, 0, 
3, 6, static_var/D_Mill, 46900, 0, 
3, 6, static_var/D_Mill, 47000, 0, 
3, 6, static_var/D_Mill, 47100, 0, 
3, 6, static_var/D_Mill, 47200, 0, 
3, 6, static_var/D_Mill, 47400, 0, 
3, 6, static_var/D_Mill, 47500, 0, 
3, 6, static_var/D_Mill, 47600, 0, 
3, 6, static_var/D_Mill, 47700, 0, 
3, 6, static_var/D_Mill, 47900, 0, 
3, 6, static_var/D_Mill, 48000, 0, 
3, 6, static_var/D_Mill, 48100, 0, 
3, 6, static_var/D_Mill, 48700, 0, 
3, 6, static_var/D_Mill, 48800, 0, 
3, 6, static_var/D_Mill, 48900, 0, 
3, 6, static_var/D_Mill, 49100, 0, 
3, 6, static_var/D_Mill, 49200, 0, 
3, 6, static_var/D_Mill, 49300, 0, 
3, 6, static_var/D_Mill, 49400, 0, 
3, 6, static_var/D_Mill, 49700, 0, 
3, 6, static_var/D_Mill, 49800, 0, 
3, 6, static_var/D_Mill, 49900, 0, 
3, 6, static_var/D_Mill, 50000, 0, 
3, 6, static_var/D_Mill, 50100, 0, 
3, 6, static_var/D_Mill, 50300, 0, 
3, 6, static_var/D_Mill, 50400, 0, 
3, 6, static_var/D_Mill, 50600, 0, 
3, 6, static_var/D_Mill, 50700, 0, 
3, 6, static_var/D_Mill, 50900, 0, 
3, 6, static_var/D_Mill, 51000, 0, 
3, 6, static_var/D_Mill, 51100, 0, 
3, 6, static_var/D_Mill, 51700, 0, 
3, 6, static_var/D_Mill, 51900, 0, 
3, 6, static_var/D_Mill, 52000, 0, 
3, 6, static_var/D_Mill, 52100, 0, 
3, 6, static_var/D_Mill, 52200, 0, 
3, 6, static_var/D_Mill, 52500, 0, 
3, 6, static_var/D_Mill, 52600, 0, 
3, 6, static_var/D_Mill, 52800, 0, 
3, 6, static_var/D_Mill, 52900, 0, 
3, 6, static_var/D_Mill, 53000, 0, 
3, 6, static_var/D_Mill, 53300, 0, 
3, 6, static_var/D_Mill, 53400, 0, 
3, 6, static_var/D_Mill, 53500, 0, 
3, 6, static_var/D_Mill, 53600, 0, 
3, 6, static_var/D_Mill, 53700, 0, 
3, 6, static_var/D_Mill, 54000, 0, 
3, 6, static_var/D_Mill, 54100, 0, 
3, 6, static_var/D_Mill, 54400, 0, 
3, 6, static_var/D_Mill, 54500, 0, 
3, 6, static_var/D_Mill, 54600, 0, 
3, 6, static_var/D_Mill, 54700, 0, 
3, 6, static_var/D_Mill, 54900, 0, 
3, 6, static_var/D_Mill, 55000, 0, 
3, 6, static_var/D_Mill, 55100, 0, 
3, 6, static_var/D_Mill, 55200, 0, 
3, 6, static_var/D_Mill, 55300, 0, 
3, 6, static_var/D_Mill, 55400, 0, 
3, 6, static_var/D_Mill, 55500, 0, 
3, 6, static_var/D_Mill, 55600, 0, 
3, 6, static_var/D_Mill, 55700, 0, 
3, 6, static_var/D_Mill, 55800, 0, 
3, 6, static_var/D_Mill, 55900, 0, 
3, 6, static_var/D_Mill, 56000, 0, 
3, 6, static_var/D_Mill, 56100, 0, 
3, 6, static_var/D_Mill, 56200, 0, 
3, 6, static_var/D_Mill, 56300, 0, 
3, 6, static_var/D_Mill, 56400, 0, 
3, 6, static_var/D_Mill, 56500, 0, 
3, 6, static_var/D_Mill, 56700, 0, 
3, 6, static_var/D_Mill, 56800, 0, 
3, 6, static_var/D_Mill, 56900, 0, 
3, 6, static_var/D_Mill, 57000, 0, 
3, 6, static_var/D_Mill, 57100, 0, 
3, 6, static_var/D_Mill, 57200, 0, 
3, 6, static_var/D_Mill, 57300, 0, 
3, 6, static_var/D_Mill, 57400, 0, 
3, 6, static_var/D_Mill, 57500, 0, 
3, 6, static_var/D_Mill, 57600, 0, 
3, 6, static_var/D_Mill, 57800, 0, 
3, 6, static_var/D_Mill, 57900, 0, 
3, 6, static_var/D_Mill, 58000, 0, 
3, 6, static_var/D_Mill, 58100, 0, 
